,mae,val_mae
0,0.16261817514896393,0.110007144510746
1,0.10533440858125687,0.11818962544202805
2,0.08633773028850555,0.08234965056180954
3,0.0775759369134903,0.09479691088199615
4,0.06959251314401627,0.06867159157991409
5,0.1068701520562172,0.09634222835302353
6,0.09638157486915588,0.07618899643421173
7,0.08087553828954697,0.07730433344841003
8,0.07347527891397476,0.061497144401073456
9,0.06784859299659729,0.05688636749982834
10,0.06554701924324036,0.06082873046398163
11,0.06351524591445923,0.060400452464818954
12,0.06276508420705795,0.061941277235746384
13,0.05949283391237259,0.06075681746006012
14,0.05920868739485741,0.06658995896577835
15,0.05761853605508804,0.072083480656147
16,0.056208789348602295,0.06925853341817856
17,0.05634955316781998,0.06513664126396179
18,0.05369986593723297,0.06694228202104568
19,0.05370532348752022,0.0652468204498291
