,mae,val_mae
0,0.24894876778125763,0.20073674619197845
1,0.18821172416210175,0.14396364986896515
2,0.15105578303337097,0.12880995869636536
3,0.1327963024377823,0.14112761616706848
4,0.12095970660448074,0.11634820699691772
5,0.11462657898664474,0.13048884272575378
6,0.11500506848096848,0.11304241418838501
7,0.10459413379430771,0.09596893936395645
8,0.10316146910190582,0.09614306688308716
9,0.09974675625562668,0.0970822274684906
10,0.09555476158857346,0.12017437815666199
11,0.09297025203704834,0.10548875480890274
12,0.09424876421689987,0.1284237504005432
